name: 0d1c574f-032d-4844-9536-cdb7f8ddec3a num_items: 100
token, class_id, token_value, token_tf, token_df
госпиталь, @default_class, 0.0001656040403759107, 2.0, 2.0
вертолетоносец, @default_class, 0.00024840605328790843, 3.0, 1.0
внеочередной, @default_class, 0.0001656040403759107, 2.0, 2.0
королев, @default_class, 8.280202018795535e-05, 1.0, 1.0
табак, @default_class, 0.00024840605328790843, 3.0, 1.0
прекращать, @default_class, 0.00041401010821573436, 5.0, 5.0
коричневый, @default_class, 0.0001656040403759107, 2.0, 1.0
тасс, @default_class, 0.0005796141340397298, 7.0, 7.0
адресный, @default_class, 0.0001656040403759107, 2.0, 2.0
двигательный, @default_class, 8.280202018795535e-05, 1.0, 1.0
дугунино, @default_class, 8.280202018795535e-05, 1.0, 1.0
жилой, @default_class, 0.00041401010821573436, 5.0, 3.0
инвестиционный, @default_class, 0.0001656040403759107, 2.0, 2.0
муниципальный, @default_class, 0.00024840605328790843, 3.0, 2.0
египет, @default_class, 8.280202018795535e-05, 1.0, 1.0
опорный, @default_class, 8.280202018795535e-05, 1.0, 1.0
пытливый, @default_class, 0.0001656040403759107, 2.0, 1.0
пенсионер, @default_class, 8.280202018795535e-05, 1.0, 1.0
подросток, @default_class, 8.280202018795535e-05, 1.0, 1.0
пожилой, @default_class, 8.280202018795535e-05, 1.0, 1.0
покупать, @default_class, 8.280202018795535e-05, 1.0, 1.0
прачечная, @default_class, 0.0001656040403759107, 2.0, 2.0
дорогой, @default_class, 0.0001656040403759107, 2.0, 2.0
скала, @default_class, 8.280202018795535e-05, 1.0, 1.0
префектура, @default_class, 0.0001656040403759107, 2.0, 1.0
явный, @default_class, 0.0001656040403759107, 2.0, 2.0
показатель, @default_class, 0.0007452181889675558, 9.0, 6.0
приспособлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
погибать, @default_class, 0.0011592282680794597, 14.0, 11.0
деятель, @default_class, 8.280202018795535e-05, 1.0, 1.0
лейтенант, @default_class, 8.280202018795535e-05, 1.0, 1.0
размещаться, @default_class, 0.0001656040403759107, 2.0, 2.0
север, @default_class, 0.0001656040403759107, 2.0, 2.0
социально, @default_class, 8.280202018795535e-05, 1.0, 1.0
соцобъект, @default_class, 8.280202018795535e-05, 1.0, 1.0
супружеский, @default_class, 8.280202018795535e-05, 1.0, 1.0
услуга, @default_class, 0.0001656040403759107, 2.0, 2.0
николай, @default_class, 8.280202018795535e-05, 1.0, 1.0
бушмин, @default_class, 8.280202018795535e-05, 1.0, 1.0
взаимный, @default_class, 8.280202018795535e-05, 1.0, 1.0
хватить, @default_class, 8.280202018795535e-05, 1.0, 1.0
озеров, @default_class, 8.280202018795535e-05, 1.0, 1.0
внешний, @default_class, 0.0001656040403759107, 2.0, 2.0
взгляд, @default_class, 8.280202018795535e-05, 1.0, 1.0
создавать, @default_class, 0.00041401010821573436, 5.0, 3.0
видеообращение, @default_class, 8.280202018795535e-05, 1.0, 1.0
виза, @default_class, 8.280202018795535e-05, 1.0, 1.0
возня, @default_class, 8.280202018795535e-05, 1.0, 1.0
губернатор, @default_class, 0.0003312080807518214, 4.0, 1.0
молот, @default_class, 8.280202018795535e-05, 1.0, 1.0
вхождение, @default_class, 8.280202018795535e-05, 1.0, 1.0
картинка, @default_class, 0.0001656040403759107, 2.0, 1.0
высокопоставленный, @default_class, 8.280202018795535e-05, 1.0, 1.0
лэнкфорд, @default_class, 8.280202018795535e-05, 1.0, 1.0
диктат, @default_class, 8.280202018795535e-05, 1.0, 1.0
еаэс, @default_class, 8.280202018795535e-05, 1.0, 1.0
евразийский, @default_class, 8.280202018795535e-05, 1.0, 1.0
жаловаться, @default_class, 0.0003312080807518214, 4.0, 4.0
искажение, @default_class, 0.00024840605328790843, 3.0, 2.0
матвиенко, @default_class, 0.0003312080807518214, 4.0, 1.0
гросс, @default_class, 0.0001656040403759107, 2.0, 1.0
перевалить, @default_class, 8.280202018795535e-05, 1.0, 1.0
межпарламентский, @default_class, 0.0001656040403759107, 2.0, 1.0
тепло, @default_class, 8.280202018795535e-05, 1.0, 1.0
предложение, @default_class, 0.0004968121065758169, 6.0, 5.0
наглядно, @default_class, 8.280202018795535e-05, 1.0, 1.0
солидарность, @default_class, 0.0001656040403759107, 2.0, 1.0
установление, @default_class, 8.280202018795535e-05, 1.0, 1.0
норма, @default_class, 8.280202018795535e-05, 1.0, 1.0
строиться, @default_class, 0.0001656040403759107, 2.0, 1.0
магазин, @default_class, 0.0003312080807518214, 4.0, 4.0
однополярность, @default_class, 8.280202018795535e-05, 1.0, 1.0
парламентаризм, @default_class, 8.280202018795535e-05, 1.0, 1.0
измерять, @default_class, 8.280202018795535e-05, 1.0, 1.0
партнерский, @default_class, 8.280202018795535e-05, 1.0, 1.0
исследовательский, @default_class, 8.280202018795535e-05, 1.0, 1.0
переходить, @default_class, 8.280202018795535e-05, 1.0, 1.0
воспользоваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
подтверждение, @default_class, 8.280202018795535e-05, 1.0, 1.0
подлинно, @default_class, 8.280202018795535e-05, 1.0, 1.0
ляшко, @default_class, 0.0001656040403759107, 2.0, 1.0
служить, @default_class, 8.280202018795535e-05, 1.0, 1.0
ильвес, @default_class, 0.0001656040403759107, 2.0, 1.0
подлинный, @default_class, 8.280202018795535e-05, 1.0, 1.0
county, @default_class, 8.280202018795535e-05, 1.0, 1.0
спортивный, @default_class, 8.280202018795535e-05, 1.0, 1.0
преграда, @default_class, 8.280202018795535e-05, 1.0, 1.0
пробыть, @default_class, 0.0001656040403759107, 2.0, 2.0
основной, @default_class, 0.00041401010821573436, 5.0, 5.0
проголосовать, @default_class, 0.0001656040403759107, 2.0, 2.0
генконсульство, @default_class, 8.280202018795535e-05, 1.0, 1.0
телепрограмма, @default_class, 8.280202018795535e-05, 1.0, 1.0
коллега, @default_class, 0.0007452181889675558, 9.0, 7.0
парламентарий, @default_class, 0.0001656040403759107, 2.0, 2.0
разрешение, @default_class, 0.0001656040403759107, 2.0, 2.0
референдум, @default_class, 0.00024840605328790843, 3.0, 2.0
хищник, @default_class, 0.0001656040403759107, 2.0, 1.0
совет, @default_class, 0.0004968121065758169, 6.0, 3.0
креатив, @default_class, 8.280202018795535e-05, 1.0, 1.0
лошарик, @default_class, 8.280202018795535e-05, 1.0, 1.0
совфед, @default_class, 8.280202018795535e-05, 1.0, 1.0
удаляться, @default_class, 8.280202018795535e-05, 1.0, 1.0
контингент, @default_class, 8.280202018795535e-05, 1.0, 1.0
систематически, @default_class, 8.280202018795535e-05, 1.0, 1.0
царить, @default_class, 8.280202018795535e-05, 1.0, 1.0
центр, @default_class, 0.0004968121065758169, 6.0, 4.0
вернер, @default_class, 0.0001656040403759107, 2.0, 1.0
павел, @default_class, 8.280202018795535e-05, 1.0, 1.0
агент, @default_class, 0.00041401010821573436, 5.0, 3.0
класс, @default_class, 0.0001656040403759107, 2.0, 2.0
ориентироваться, @default_class, 0.0001656040403759107, 2.0, 1.0
высокий, @default_class, 0.0003312080807518214, 4.0, 4.0
восточный, @default_class, 0.00024840605328790843, 3.0, 2.0
вадим, @default_class, 8.280202018795535e-05, 1.0, 1.0
нестандартный, @default_class, 8.280202018795535e-05, 1.0, 1.0
датировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
демократический, @default_class, 0.00024840605328790843, 3.0, 1.0
гораздо, @default_class, 8.280202018795535e-05, 1.0, 1.0
заинтересовывать, @default_class, 8.280202018795535e-05, 1.0, 1.0
болгария, @default_class, 8.280202018795535e-05, 1.0, 1.0
законспирировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
направляться, @default_class, 8.280202018795535e-05, 1.0, 1.0
военнослужащий, @default_class, 0.0001656040403759107, 2.0, 2.0
излагать, @default_class, 8.280202018795535e-05, 1.0, 1.0
выбор, @default_class, 8.280202018795535e-05, 1.0, 1.0
корпус, @default_class, 0.0003312080807518214, 4.0, 3.0
мишель, @default_class, 8.280202018795535e-05, 1.0, 1.0
сессия, @default_class, 8.280202018795535e-05, 1.0, 1.0
неточность, @default_class, 8.280202018795535e-05, 1.0, 1.0
обещать, @default_class, 8.280202018795535e-05, 1.0, 1.0
олигарх, @default_class, 8.280202018795535e-05, 1.0, 1.0
покушение, @default_class, 0.0004968121065758169, 6.0, 3.0
распространяться, @default_class, 0.0001656040403759107, 2.0, 2.0
оппонент, @default_class, 0.0001656040403759107, 2.0, 2.0
отчет, @default_class, 0.0004968121065758169, 6.0, 1.0
пейдж, @default_class, 8.280202018795535e-05, 1.0, 1.0
юхтег, @default_class, 8.280202018795535e-05, 1.0, 1.0
последовательно, @default_class, 8.280202018795535e-05, 1.0, 1.0
предвыборный, @default_class, 8.280202018795535e-05, 1.0, 1.0
пробираться, @default_class, 8.280202018795535e-05, 1.0, 1.0
возбуждать, @default_class, 0.00041401010821573436, 5.0, 4.0
загрызать, @default_class, 8.280202018795535e-05, 1.0, 1.0
продолжение, @default_class, 8.280202018795535e-05, 1.0, 1.0
разведданные, @default_class, 8.280202018795535e-05, 1.0, 1.0
разведка, @default_class, 0.00024840605328790843, 3.0, 2.0
тува, @default_class, 8.280202018795535e-05, 1.0, 1.0
ювентус, @default_class, 8.280202018795535e-05, 1.0, 1.0
рыжков, @default_class, 8.280202018795535e-05, 1.0, 1.0
львов, @default_class, 8.280202018795535e-05, 1.0, 1.0
содержать, @default_class, 8.280202018795535e-05, 1.0, 1.0
маршрут, @default_class, 8.280202018795535e-05, 1.0, 1.0
стараться, @default_class, 8.280202018795535e-05, 1.0, 1.0
всемирный, @default_class, 0.0003312080807518214, 4.0, 4.0
горячий, @default_class, 0.0001656040403759107, 2.0, 2.0
утверждаться, @default_class, 0.0003312080807518214, 4.0, 1.0
бояться, @default_class, 0.0001656040403759107, 2.0, 2.0
василий, @default_class, 8.280202018795535e-05, 1.0, 1.0
этаж, @default_class, 8.280202018795535e-05, 1.0, 1.0
извлечение, @default_class, 8.280202018795535e-05, 1.0, 1.0
чужой, @default_class, 8.280202018795535e-05, 1.0, 1.0
импортер, @default_class, 8.280202018795535e-05, 1.0, 1.0
вчера, @default_class, 8.280202018795535e-05, 1.0, 1.0
геннадий, @default_class, 0.00041401010821573436, 5.0, 3.0
навигация, @default_class, 8.280202018795535e-05, 1.0, 1.0
ехать, @default_class, 0.0001656040403759107, 2.0, 2.0
распоряжаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
здоровый, @default_class, 8.280202018795535e-05, 1.0, 1.0
луганский, @default_class, 0.00024840605328790843, 3.0, 1.0
маркитан, @default_class, 8.280202018795535e-05, 1.0, 1.0
попросить, @default_class, 0.00024840605328790843, 3.0, 3.0
ничто, @default_class, 0.00024840605328790843, 3.0, 2.0
зачинщик, @default_class, 8.280202018795535e-05, 1.0, 1.0
оглашать, @default_class, 0.0001656040403759107, 2.0, 2.0
популярность, @default_class, 8.280202018795535e-05, 1.0, 1.0
атюшов, @default_class, 0.00024840605328790843, 3.0, 1.0
полноценный, @default_class, 8.280202018795535e-05, 1.0, 1.0
боевик, @default_class, 0.0010764262406155467, 13.0, 5.0
ополченец, @default_class, 8.280202018795535e-05, 1.0, 1.0
распад, @default_class, 0.0001656040403759107, 2.0, 1.0
блуза, @default_class, 8.280202018795535e-05, 1.0, 1.0
собрание, @default_class, 0.00024840605328790843, 3.0, 2.0
патрик, @default_class, 0.0001656040403759107, 2.0, 2.0
рубль, @default_class, 0.0024840605910867453, 30.0, 8.0
способ, @default_class, 0.0001656040403759107, 2.0, 2.0
захотеть, @default_class, 0.0001656040403759107, 2.0, 2.0
угрожать, @default_class, 8.280202018795535e-05, 1.0, 1.0
прифронтовой, @default_class, 8.280202018795535e-05, 1.0, 1.0
автомобильный, @default_class, 0.0001656040403759107, 2.0, 2.0
лукашенко, @default_class, 8.280202018795535e-05, 1.0, 1.0
ципкал, @default_class, 8.280202018795535e-05, 1.0, 1.0
инспектор, @default_class, 8.280202018795535e-05, 1.0, 1.0
вьетнам, @default_class, 0.00024840605328790843, 3.0, 2.0
шариатский, @default_class, 8.280202018795535e-05, 1.0, 1.0
греческий, @default_class, 8.280202018795535e-05, 1.0, 1.0
длина, @default_class, 8.280202018795535e-05, 1.0, 1.0
договариваться, @default_class, 0.00024840605328790843, 3.0, 3.0
уефа, @default_class, 0.0003312080807518214, 4.0, 2.0
арестовывать, @default_class, 0.00041401010821573436, 5.0, 5.0
запланировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
морской, @default_class, 0.00041401010821573436, 5.0, 5.0
поставлять, @default_class, 0.0001656040403759107, 2.0, 2.0
отставка, @default_class, 0.00024840605328790843, 3.0, 2.0
преддверие, @default_class, 0.0001656040403759107, 2.0, 2.0
метро, @default_class, 0.00024840605328790843, 3.0, 2.0
собираться, @default_class, 0.00024840605328790843, 3.0, 3.0
прения, @default_class, 8.280202018795535e-05, 1.0, 1.0
продолжаться, @default_class, 0.00024840605328790843, 3.0, 3.0
протяженность, @default_class, 8.280202018795535e-05, 1.0, 1.0
протяженный, @default_class, 8.280202018795535e-05, 1.0, 1.0
платить, @default_class, 0.00024840605328790843, 3.0, 3.0
разграничение, @default_class, 8.280202018795535e-05, 1.0, 1.0
синьхуа, @default_class, 8.280202018795535e-05, 1.0, 1.0
футболист, @default_class, 0.0001656040403759107, 2.0, 2.0
оружие, @default_class, 0.00024840605328790843, 3.0, 3.0
leamington, @default_class, 8.280202018795535e-05, 1.0, 1.0
royal, @default_class, 8.280202018795535e-05, 1.0, 1.0
сидеть, @default_class, 0.00024840605328790843, 3.0, 3.0
английский, @default_class, 0.0001656040403759107, 2.0, 2.0
величество, @default_class, 8.280202018795535e-05, 1.0, 1.0
поражение, @default_class, 0.00024840605328790843, 3.0, 2.0
эфкан, @default_class, 8.280202018795535e-05, 1.0, 1.0
виктория, @default_class, 8.280202018795535e-05, 1.0, 1.0
рубеж, @default_class, 8.280202018795535e-05, 1.0, 1.0
впредь, @default_class, 8.280202018795535e-05, 1.0, 1.0
благодаря, @default_class, 8.280202018795535e-05, 1.0, 1.0
махлай, @default_class, 0.0001656040403759107, 2.0, 1.0
реформа, @default_class, 0.0001656040403759107, 2.0, 2.0
четвертьфинал, @default_class, 8.280202018795535e-05, 1.0, 1.0
человек, @default_class, 0.002815268700942397, 34.0, 20.0
кабинет, @default_class, 0.0001656040403759107, 2.0, 2.0
канцелярия, @default_class, 8.280202018795535e-05, 1.0, 1.0
авиационный, @default_class, 8.280202018795535e-05, 1.0, 1.0
недоумение, @default_class, 8.280202018795535e-05, 1.0, 1.0
приставка, @default_class, 8.280202018795535e-05, 1.0, 1.0
жеребьевка, @default_class, 8.280202018795535e-05, 1.0, 1.0
ройал, @default_class, 0.0001656040403759107, 2.0, 1.0
пошлина, @default_class, 8.280202018795535e-05, 1.0, 1.0
презерватив, @default_class, 0.0001656040403759107, 2.0, 1.0
госпрограмма, @default_class, 8.280202018795535e-05, 1.0, 1.0
указ, @default_class, 8.280202018795535e-05, 1.0, 1.0
несогласование, @default_class, 8.280202018795535e-05, 1.0, 1.0
уплата, @default_class, 8.280202018795535e-05, 1.0, 1.0
durex, @default_class, 8.280202018795535e-05, 1.0, 1.0
учреждение, @default_class, 0.0001656040403759107, 2.0, 2.0
востребованность, @default_class, 8.280202018795535e-05, 1.0, 1.0
инчао, @default_class, 0.0001656040403759107, 2.0, 1.0
коллекция, @default_class, 0.00024840605328790843, 3.0, 1.0
впервые, @default_class, 0.0001656040403759107, 2.0, 2.0
оргазм, @default_class, 8.280202018795535e-05, 1.0, 1.0
генитальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
подиум, @default_class, 8.280202018795535e-05, 1.0, 1.0
грей, @default_class, 8.280202018795535e-05, 1.0, 1.0
турне, @default_class, 8.280202018795535e-05, 1.0, 1.0
длиться, @default_class, 0.0001656040403759107, 2.0, 2.0
задавать, @default_class, 0.0001656040403759107, 2.0, 1.0
март, @default_class, 0.0014076343504711986, 17.0, 12.0
замыкать, @default_class, 8.280202018795535e-05, 1.0, 1.0
запрос, @default_class, 0.0001656040403759107, 2.0, 1.0
означать, @default_class, 8.280202018795535e-05, 1.0, 1.0
пенис, @default_class, 0.0001656040403759107, 2.0, 1.0
пользоваться, @default_class, 0.0001656040403759107, 2.0, 2.0
порно, @default_class, 8.280202018795535e-05, 1.0, 1.0
порнозвезда, @default_class, 8.280202018795535e-05, 1.0, 1.0
райд, @default_class, 8.280202018795535e-05, 1.0, 1.0
саша, @default_class, 8.280202018795535e-05, 1.0, 1.0
антонио, @default_class, 8.280202018795535e-05, 1.0, 1.0
пожар, @default_class, 0.0005796141340397298, 7.0, 3.0
секс, @default_class, 0.00024840605328790843, 3.0, 1.0
секунда, @default_class, 0.0001656040403759107, 2.0, 2.0
систрому, @default_class, 8.280202018795535e-05, 1.0, 1.0
пальмер, @default_class, 0.0001656040403759107, 2.0, 1.0
вносить, @default_class, 8.280202018795535e-05, 1.0, 1.0
статистика, @default_class, 8.280202018795535e-05, 1.0, 1.0
летие, @default_class, 8.280202018795535e-05, 1.0, 1.0
халиф, @default_class, 8.280202018795535e-05, 1.0, 1.0
рекорд, @default_class, 0.0001656040403759107, 2.0, 1.0
чернокожий, @default_class, 8.280202018795535e-05, 1.0, 1.0
месть, @default_class, 8.280202018795535e-05, 1.0, 1.0
санчо, @default_class, 8.280202018795535e-05, 1.0, 1.0
взрыв, @default_class, 0.0005796141340397298, 7.0, 3.0
выживать, @default_class, 0.0001656040403759107, 2.0, 2.0
кадр, @default_class, 8.280202018795535e-05, 1.0, 1.0
горение, @default_class, 0.0001656040403759107, 2.0, 1.0
штатское, @default_class, 8.280202018795535e-05, 1.0, 1.0
клинический, @default_class, 8.280202018795535e-05, 1.0, 1.0
ильяс, @default_class, 0.0001656040403759107, 2.0, 1.0
научно, @default_class, 8.280202018795535e-05, 1.0, 1.0
отдавать, @default_class, 0.00024840605328790843, 3.0, 3.0
грузовой, @default_class, 0.0001656040403759107, 2.0, 2.0
отравляться, @default_class, 8.280202018795535e-05, 1.0, 1.0
вдохновлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
незнакомец, @default_class, 8.280202018795535e-05, 1.0, 1.0
дель, @default_class, 0.0001656040403759107, 2.0, 1.0
обратный, @default_class, 8.280202018795535e-05, 1.0, 1.0
певица, @default_class, 0.0003312080807518214, 4.0, 2.0
халява, @default_class, 8.280202018795535e-05, 1.0, 1.0
проживание, @default_class, 0.0001656040403759107, 2.0, 2.0
плагиат, @default_class, 0.0001656040403759107, 2.0, 1.0
сдирать, @default_class, 8.280202018795535e-05, 1.0, 1.0
dollar, @default_class, 8.280202018795535e-05, 1.0, 1.0
въезд, @default_class, 0.0001656040403759107, 2.0, 2.0
кибератака, @default_class, 0.0001656040403759107, 2.0, 2.0
бижутерия, @default_class, 0.0001656040403759107, 2.0, 1.0
изучать, @default_class, 8.280202018795535e-05, 1.0, 1.0
изымать, @default_class, 8.280202018795535e-05, 1.0, 1.0
хартия, @default_class, 0.0001656040403759107, 2.0, 1.0
кадмий, @default_class, 0.0003312080807518214, 4.0, 1.0
преступность, @default_class, 8.280202018795535e-05, 1.0, 1.0
жених, @default_class, 0.0001656040403759107, 2.0, 1.0
минимум, @default_class, 0.00024840605328790843, 3.0, 3.0
мозг, @default_class, 0.00024840605328790843, 3.0, 2.0
ростов, @default_class, 8.280202018795535e-05, 1.0, 1.0
дверь, @default_class, 0.00024840605328790843, 3.0, 1.0
гражданин, @default_class, 0.0007452181889675558, 9.0, 7.0
надзорный, @default_class, 8.280202018795535e-05, 1.0, 1.0
манкунианец, @default_class, 8.280202018795535e-05, 1.0, 1.0
мужчина, @default_class, 0.0012420302955433726, 15.0, 9.0
картина, @default_class, 0.00024840605328790843, 3.0, 3.0
писательница, @default_class, 8.280202018795535e-05, 1.0, 1.0
высказывать, @default_class, 0.0001656040403759107, 2.0, 2.0
обеспокоенность, @default_class, 8.280202018795535e-05, 1.0, 1.0
производитель, @default_class, 0.0001656040403759107, 2.0, 2.0
свертывать, @default_class, 0.0001656040403759107, 2.0, 1.0
производство, @default_class, 8.280202018795535e-05, 1.0, 1.0
польша, @default_class, 8.280202018795535e-05, 1.0, 1.0
курьянов, @default_class, 8.280202018795535e-05, 1.0, 1.0
проволока, @default_class, 8.280202018795535e-05, 1.0, 1.0
заседание, @default_class, 0.00041401010821573436, 5.0, 4.0
омск, @default_class, 0.0001656040403759107, 2.0, 2.0
раковый, @default_class, 8.280202018795535e-05, 1.0, 1.0
украшение, @default_class, 8.280202018795535e-05, 1.0, 1.0
универмаг, @default_class, 8.280202018795535e-05, 1.0, 1.0
жульен, @default_class, 8.280202018795535e-05, 1.0, 1.0
стоить, @default_class, 0.00024840605328790843, 3.0, 2.0
mena, @default_class, 8.280202018795535e-05, 1.0, 1.0
гора, @default_class, 8.280202018795535e-05, 1.0, 1.0
двести, @default_class, 8.280202018795535e-05, 1.0, 1.0
каир, @default_class, 8.280202018795535e-05, 1.0, 1.0
наоборот, @default_class, 0.0001656040403759107, 2.0, 2.0
окраина, @default_class, 8.280202018795535e-05, 1.0, 1.0
саудовский, @default_class, 0.0003312080807518214, 4.0, 1.0
заплатить, @default_class, 0.0001656040403759107, 2.0, 2.0
оползень, @default_class, 0.00041401010821573436, 5.0, 1.0
артистка, @default_class, 8.280202018795535e-05, 1.0, 1.0
поисковый, @default_class, 8.280202018795535e-05, 1.0, 1.0
прежний, @default_class, 0.00024840605328790843, 3.0, 3.0
обсуждение, @default_class, 8.280202018795535e-05, 1.0, 1.0
трущоба, @default_class, 8.280202018795535e-05, 1.0, 1.0
аэропорт, @default_class, 0.0001656040403759107, 2.0, 2.0
ирак, @default_class, 0.00041401010821573436, 5.0, 2.0
департамент, @default_class, 0.0004968121065758169, 6.0, 3.0
омер, @default_class, 8.280202018795535e-05, 1.0, 1.0
истекший, @default_class, 8.280202018795535e-05, 1.0, 1.0
конвой, @default_class, 8.280202018795535e-05, 1.0, 1.0
меньший, @default_class, 8.280202018795535e-05, 1.0, 1.0
окончание, @default_class, 0.0003312080807518214, 4.0, 4.0
предотвращение, @default_class, 8.280202018795535e-05, 1.0, 1.0
ruptly, @default_class, 8.280202018795535e-05, 1.0, 1.0
основа, @default_class, 0.0004968121065758169, 6.0, 5.0
акинфей, @default_class, 0.00024840605328790843, 3.0, 1.0
болевой, @default_class, 8.280202018795535e-05, 1.0, 1.0
доктор, @default_class, 8.280202018795535e-05, 1.0, 1.0
контролироваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
пленарный, @default_class, 8.280202018795535e-05, 1.0, 1.0
надеяться, @default_class, 0.00024840605328790843, 3.0, 3.0
шенгенский, @default_class, 8.280202018795535e-05, 1.0, 1.0
хасан, @default_class, 8.280202018795535e-05, 1.0, 1.0
открытость, @default_class, 0.0001656040403759107, 2.0, 1.0
образ, @default_class, 0.0005796141340397298, 7.0, 6.0
панк, @default_class, 8.280202018795535e-05, 1.0, 1.0
неизвестно, @default_class, 0.0001656040403759107, 2.0, 2.0
отборочный, @default_class, 8.280202018795535e-05, 1.0, 1.0
отдыхать, @default_class, 8.280202018795535e-05, 1.0, 1.0
nuclear, @default_class, 8.280202018795535e-05, 1.0, 1.0
ощущение, @default_class, 8.280202018795535e-05, 1.0, 1.0
сформулировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
ухищрение, @default_class, 8.280202018795535e-05, 1.0, 1.0
сожаление, @default_class, 8.280202018795535e-05, 1.0, 1.0
подгорица, @default_class, 8.280202018795535e-05, 1.0, 1.0
бескудниково, @default_class, 8.280202018795535e-05, 1.0, 1.0
турнир, @default_class, 8.280202018795535e-05, 1.0, 1.0
файер, @default_class, 8.280202018795535e-05, 1.0, 1.0
центральный, @default_class, 0.0003312080807518214, 4.0, 3.0
цска, @default_class, 0.0001656040403759107, 2.0, 1.0
скотч, @default_class, 8.280202018795535e-05, 1.0, 1.0
ярдошвили, @default_class, 0.0001656040403759107, 2.0, 1.0
гончар, @default_class, 8.280202018795535e-05, 1.0, 1.0
зарабатывать, @default_class, 8.280202018795535e-05, 1.0, 1.0
труд, @default_class, 8.280202018795535e-05, 1.0, 1.0
лидировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
арест, @default_class, 0.0004968121065758169, 6.0, 4.0
малкин, @default_class, 0.0001656040403759107, 2.0, 1.0
развлекательный, @default_class, 0.0001656040403759107, 2.0, 2.0
набирать, @default_class, 0.00024840605328790843, 3.0, 2.0
нападающий, @default_class, 0.0001656040403759107, 2.0, 2.0
марта, @default_class, 8.280202018795535e-05, 1.0, 1.0
направлять, @default_class, 0.00041401010821573436, 5.0, 5.0
результативность, @default_class, 8.280202018795535e-05, 1.0, 1.0
реализация, @default_class, 8.280202018795535e-05, 1.0, 1.0
веселый, @default_class, 8.280202018795535e-05, 1.0, 1.0
финал, @default_class, 0.00024840605328790843, 3.0, 2.0
посвящать, @default_class, 8.280202018795535e-05, 1.0, 1.0
предстоящий, @default_class, 8.280202018795535e-05, 1.0, 1.0
уникальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
форвард, @default_class, 8.280202018795535e-05, 1.0, 1.0
зять, @default_class, 8.280202018795535e-05, 1.0, 1.0
patricia, @default_class, 8.280202018795535e-05, 1.0, 1.0
задержание, @default_class, 0.00024840605328790843, 3.0, 3.0
багдад, @default_class, 8.280202018795535e-05, 1.0, 1.0
брэдли, @default_class, 0.00024840605328790843, 3.0, 1.0
писатель, @default_class, 0.0001656040403759107, 2.0, 1.0
волна, @default_class, 8.280202018795535e-05, 1.0, 1.0
массовый, @default_class, 0.0003312080807518214, 4.0, 4.0
беженец, @default_class, 8.280202018795535e-05, 1.0, 1.0
медведь, @default_class, 0.00024840605328790843, 3.0, 1.0
собственный, @default_class, 0.0004968121065758169, 6.0, 4.0
всеобщий, @default_class, 8.280202018795535e-05, 1.0, 1.0
энергетика, @default_class, 0.0001656040403759107, 2.0, 2.0
дивизия, @default_class, 8.280202018795535e-05, 1.0, 1.0
гамбург, @default_class, 0.0001656040403759107, 2.0, 1.0
загораться, @default_class, 8.280202018795535e-05, 1.0, 1.0
кавалерийский, @default_class, 8.280202018795535e-05, 1.0, 1.0
очередной, @default_class, 0.00024840605328790843, 3.0, 3.0
авиакомпания, @default_class, 8.280202018795535e-05, 1.0, 1.0
объезжать, @default_class, 8.280202018795535e-05, 1.0, 1.0
обычный, @default_class, 0.00024840605328790843, 3.0, 2.0
целла, @default_class, 0.0001656040403759107, 2.0, 1.0
охранение, @default_class, 8.280202018795535e-05, 1.0, 1.0
гарантировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
положение, @default_class, 8.280202018795535e-05, 1.0, 1.0
vovnews, @default_class, 8.280202018795535e-05, 1.0, 1.0
фугас, @default_class, 8.280202018795535e-05, 1.0, 1.0
четверг, @default_class, 0.0006624161615036428, 8.0, 6.0
прокомментировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
чрезвычайный, @default_class, 8.280202018795535e-05, 1.0, 1.0
адмирал, @default_class, 0.0001656040403759107, 2.0, 1.0
вице, @default_class, 8.280202018795535e-05, 1.0, 1.0
инспектировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
крейсер, @default_class, 0.0001656040403759107, 2.0, 1.0
порт, @default_class, 0.00041401010821573436, 5.0, 4.0
совместный, @default_class, 0.0001656040403759107, 2.0, 2.0
макаревич, @default_class, 8.280202018795535e-05, 1.0, 1.0
форум, @default_class, 0.00024840605328790843, 3.0, 2.0
средиземное, @default_class, 8.280202018795535e-05, 1.0, 1.0
читать, @default_class, 8.280202018795535e-05, 1.0, 1.0
называться, @default_class, 0.0001656040403759107, 2.0, 2.0
средиземноморский, @default_class, 8.280202018795535e-05, 1.0, 1.0
переводить, @default_class, 8.280202018795535e-05, 1.0, 1.0
